FID,OBJECTID,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,COMMENTS,REPORT_AC,GIS_ACRES,C_METHOD,OBJECTIVE,FIRE_NUM,Shape_Leng,Shape_Area,Region_rb,DPA_rb,Start_rb,Cause_rb,County_rb,County2_rb,County3_rb,DPA2_rb,Firefighte,Total_dama,OID_,Fire_rb,Expect_shp,Ranger_rb,Ranger2_rb,Contain_rb,CDFacre_rb,Otherac_rb,Totalac_rb,Veg_rb,Destroyed,Inci_rb,Forest_rb,Damaged,Civilian,Year,NLCD_11,NLCD_21,NLCD_22,NLCD_23,NLCD_24,NLCD_31,NLCD_41,NLCD_42,NLCD_43,NLCD_52,NLCD_71,NLCD_81,NLCD_82,NLCD_90,NLCD_95,NLCD_0,NLCD_12,WUI_area
484,7919,CA,CCO,LAC, ,0,6/14/79,,14, ,0,10.34920025,0,1,0,861.503212,41881.62497, , , , , , , , ,0,0,5581, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0,0,0,0,0,0,0,0,10.230164,0,0,0,0,0,0,0,9.59796
485,7920,CA,CCO,LAC, ,0,9/4/79,,14, ,0,4.632760048,0,1,0,542.1020355,18748.12188, , , , , , , , ,0,0,5582, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,2.668738,1.111974,1.111974,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63276
486,7921,CA,CCO,LAC, ,0,7/15/79,,14, ,0,4.060279846,0,1,0,624.5728521,16431.36518, , , , , , , , ,0,0,5583, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,2.446344,0.222395,0,0,0,0,0,0,1.111974,0,0,0,0,0,0,0,1.74159
487,7934,CA,CCO,LAC, ,0,7/14/82,,14, ,0,11.71969986,0,1,0,884.32935,47427.9148, , , , , , , , ,0,0,5595, ,0, , , ,0,0,0, ,0, , ,0,0,1982,0,0,0,0,0,0,0,0,0,12.231718,0,0,0,0,0,0,0,11.71969
488,8027,CA,CDF,RRU,PINE,38378,7/12/98,,2, ,0,87.98000336,0,1,864,2973.029784,356042.4214, , , , , , , , ,0,0,5604, ,0, , , ,0,0,0, ,0, , ,0,0,1998,0,2.891133,0,0,0,0,0,0,0,75.836649,6.894241,2.446344,0,0,0,0,0,87.98
489,8028,CA,CDF,RRU,LEE,42803,8/2/98,,14, ,0,485.0920105,0,1,1044,8290.595041,1963097.07, , , , , , , , ,0,0,5605, ,1, , , ,0,0,0, ,0, , ,0,0,1998,0,32.91444,2.223949,0,0,0.222395,0,0,0,240.408851,208.38399,0,0,0,0,0,0,148.21489
490,8029,CA,CDF,RRU,SIERRA,43229,8/4/98,,2, ,0,580.3850098,0,1,1061,6815.937343,2348734.856, , , , , , , , ,0,0,5606, ,1, , , ,0,0,0, ,0, , ,0,0,1998,0,8.22861,0.222395,0.222395,0,0,0,0,0,213.721467,358.72292,0,0,0,0,0,0,143.26391
495,8034,CA,CDF,RRU,ROCHE,11349,6/17/81,,14, ,0,2316.399902,0,1,634,15633.33695,9374150.997, , , , , , , , ,0,0,5611, ,1, , , ,0,0,0, ,0, , ,0,0,1981,23.351461,46.035737,39.586286,12.454113,0,56.710691,0,0,0,1145.333563,515.066511,428.332513,0,32.247256,14.455666,0,0,74.56774
496,8037,CA,CDF,RRU, ,0,,,14, ,0,125.3590012,0,1,0,3534.460225,507310.0023, , , , , , , , ,0,0,5614, ,0, , , ,0,0,0, ,0, , ,0,0,1981,0,9.11819,2.891133,0,0,0,0,0,0,71.611147,41.14305,0,0,0,0,0,0,71.51799
497,8038,CA,CDF,RRU, ,0,,,14, ,0,83.09030151,0,1,0,2363.275169,336254.6071, , , , , , , , ,0,0,5615, ,0, , , ,0,0,0, ,0, , ,0,0,1981,0,8.895795,6.671846,0.222395,0,0,0,0,0,0,10.674954,25.797805,0,5.782267,25.353015,0,0,7.86316
498,8058,CA,CDF,SHU,BLACK #481,4264,8/6/90,,11, ,0,280.7120056,0,1,481,5778.92075,1136000.89, , , , , , , , ,0,0,5617, ,0, , , ,0,0,0, ,0, , ,0,0,1990,0,14.010877,0.44479,0,0,0,0,31.135281,0,221.950077,11.342138,0,0,0,0,0,0,186.62095
500,8064,CA,CCO,LAC,DERBY FIRE,1521,9/19/98,,14, ,0,362.2579956,0,1,46000,7489.897737,1466006.427, , , , , , , , ,0,0,5623, ,0, , , ,0,0,0, ,0, , ,0,0,1998,0,27.132174,5.782267,0.889579,0,0,0,0,0,292.226855,34.915994,0,0,0,0,0,0,44.67164
501,8068,CA,CCO,LAC,GODDE FIRE,1205,7/30/98,,14, ,0,90.56749725,0,1,25000,3261.041438,366513.7556, , , , , , , , ,0,0,5627, ,0, , , ,0,0,0, ,0, , ,0,0,1998,0,0.44479,0.667185,0,0,0,0,0,0,23.351461,18.236379,0,0,0,0,0,0,25.58146
502,8074,CA,CDF,SCU,CURIE,2070,,,7, ,0,320.5450134,0,1,144,5606.475345,1297199.392, , , , , , , , ,0,0,5633, ,1, , , ,0,0,0, ,0, , ,0,0,1998,0,4.447897,0.44479,0,0,0,0,3.780713,139.663976,91.626685,80.506942,0,0,0,0,0,0,52.33088
503,8075,CA,CDF,SCU,580 #6,2767,,,14, ,0,1000.869995,0,1,266,11444.887,4050362.557, , , , , , , , ,0,0,5634, ,1, , , ,0,0,0, ,0, , ,0,0,1998,0,31.802466,14.455666,4.447897,0,0,0,0,0,4.892687,944.066208,0,0,0,0,0,0,1.33886
504,8076,CA,CDF,SCU,VALLECITOS,2711,,,7, ,0,70.45639801,0,1,250,2573.162696,285126.8479, , , , , , , , ,0,0,5635, ,0, , , ,0,0,0, ,0, , ,0,0,1998,0,0.44479,0,0,0,0,0,0,0,8.006215,61.158588,0,0,0,0,0,0,0.0733
509,8093,CA,USF,CNF,ASSIST #121,0,8/3/87,,9, ,0,69.9701004,0,1,15,2214.133987,283158.93, , , , , , , , ,0,0,5652, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,6.449451,19.348353,33.35923,8.451005,0.667185,0,0,0,0,1.111974,0,0,0,0,0,0,29.50266
510,8095,CA,USF,CNF,ASSIST #38,0,4/22/87,,9, ,0,379.6059875,0,1,1,7002.877629,1536212.087, , , , , , , , ,0,0,5654, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0,0,0,0,0,0,0,0,0,0.222395,0,0,0,0,0,0,0.7369
511,8096,CA,CDF,MVU,PARK #2,1943,7/6/87,,7, ,0,106.4599991,0,1,523,3553.266781,430827.574, , , , , , , , ,0,0,5655, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0.667185,0.222395,0,0,0,0,0,0,101.189664,0.667185,0,0,0,0,0,0,15.02393
512,8118,CA,CCO,LAC,CAMINITO FIRE 2 AC,0,5/22/93,,14, ,0,1.613379955,0,1,0,429.860957,6529.13255, , , , , , , , ,0,0,5656, ,0, , , ,0,0,0, ,0, , ,0,0,1993,0,0,0,0,0,0,0,0,0,1.779159,0,0,0,0,0,0,0,0.01186
513,8119,CA,CCO,LAC,BUTTONWOOD FIRE 3 AC,0,6/1/93,,14, ,0,6.286200047,0,1,0,598.231531,25439.33856, , , , , , , , ,0,0,5657, ,0, , , ,0,0,0, ,0, , ,0,0,1993,0,1.556764,0.667185,0,0,0,0,0,0,4.003108,0.222395,0,0,0,0,0,0,6.2862
514,8121,CA,USF,SQF, ,0,8/31/87,9/2/87,1, ,212,196.6829987,8,1,196,3459.01239,795948.372, , , , , , , , ,0,0,5659, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0,0,0,0,0,0,0,0,110.752644,84.954839,0,0,0,0,0,0,0.63384
516,8127,CA,USF,CNF,PALA #2,0,6/8/87,,9, ,0,84.72940063,0,1,7,2336.975072,342887.6751, , , , , , , , ,0,0,5665, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0.667185,0.222395,0,0,0,0,0,0,26.020199,3.335923,0.44479,0,0,0,0,0,41.04277
518,8131,CA,CDF,MVU,DEL DIOS,3267,9/30/87,,2, ,0,217.2449951,0,1,935,4309.438752,879159.4879, , , , , , , , ,0,0,5669, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,4.892687,0,0,0,0,0,0,0,204.158487,8.006215,0,0,0,0,0,0,105.46284
519,8132,CA,USF,CNF,ASSIST #65,0,6/4/87,,9, ,0,47.66439819,0,1,6,2698.538458,192890.833, , , , , , , , ,0,0,5670, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,10.007769,12.898902,0.44479,0,2.668738,0,0,0,12.898902,8.451005,0,0,0,0,0,0,31.43116
520,8136,CA,CCO,LAC, ,0,12/8/89,,14, ,0,22.2071991,0,1,0,1200.298957,89869.43836, , , , , , , , ,0,0,5674, ,0, , , ,0,0,0, ,0, , ,0,0,1989,0,0.222395,0,0,0,20.015538,0,0,0,0,1.556764,0,0,0,0,0,0,22.13739
524,8143,CA,USF,LPF, ,0,,,14, ,0,14369.7002,0,1,999,36588.46502,58152108.74, , , , , , , , ,0,0,5681, ,0, , , ,0,0,0, ,0, , ,0,0,1985,6.004661,497.942106,2.668738,0.222395,0,0,0,4858.660649,3013.450442,5836.308482,150.116535,0,0,3.335923,0,0,0,24.0321
528,8151,CA,CDF,RRU,HORSE,18064,7/11/85,,14, ,0,760.6749878,0,1,849,8804.897628,3078341.546, , , , , , , , ,0,0,5689, ,1, , , ,0,0,0, ,0, , ,0,0,1985,0,4.670292,0,0,0,0,0,77.393414,70.943962,592.682319,0,0,0,14.455666,0.222395,0,0,53.76501
531,8156,CA,CCO,LAC,LINDA FIRE,933789,6/19/85,,14, ,0,203.8130035,0,1,485,7003.919738,824802.234, , , , , , , , ,0,0,5694, ,0, , , ,0,0,0, ,0, , ,0,0,1985,0,30.245702,64.716906,18.236379,0,1.334369,0,0,0,64.939301,23.351461,0.222395,0,0,0,0,0,175.98011
532,8158,CA,USF,CNF,POSER,0,7/1/87,7/1/87,9, ,92,39.70759964,8,1,58,3250.508095,160690.7543, , , , , , , , ,0,0,5696, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,5.782267,0.222395,0,0,0,0,0,0,34.026415,0,0,0,0,0,0,0,17.80214
533,8159,CA,CDF,MVU,SKYLINE,0,8/2/87,8/3/87,9, ,85,94.07240295,8,1,78,3533.572898,380697.4952, , , , , , , , ,0,0,5697, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,4.225502,0,0,0,0,0,0.889579,0.889579,87.178788,0,0,0,0,0,0,0,94.0724
534,8160,CA,USF,SQF, ,0,8/4/86,8/4/86,7, ,30,17.95789909,8,1,104,1066.912529,72673.18419, , , , , , , , ,0,0,5698, ,0, , , ,0,0,0, ,0, , ,0,0,1986,0,4.892687,1.556764,0,0,0,0,0.222395,0,5.559872,5.782267,0,0,0,0,0,0,17.90826
535,8166,CA,USF,SQF,JAMES,0,6/4/94,6/7/94,4, ,403,403.1919861,8,1,17,5349.700181,1631659.763, , , , , , , , ,0,0,5704, ,0, , , ,0,0,0, ,0, , ,0,0,1994,0,4.447897,0,0,0,0,0,0,0,67.608039,330.478772,0,0,0,0,0,0,10.92667
536,8170,CA,USF,CNF,RINCON #2,0,7/10/88,,9, ,0,49.59420013,0,1,9,1929.466875,200700.4982, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17
538,8174,CA,USF,TOI, ,0,6/27/88,,2, ,0,494.9719849,0,1,134,6257.175335,2003080.996, , , , , , , , ,0,0,5711, ,0, , , ,0,0,0, ,0, , ,0,0,1988,0,43.589394,4.892687,0.222395,0,0,0,0,0,437.450702,9.340584,0,0,0,0,0,0,74.9187
539,8199,CA,USF,SQF,COW #1,0,7/6/96,7/6/96,7, ,650,382.6900024,8,1,43,6788.837488,1548690.538, , , , , , , , ,0,0,5714, ,0, , , ,0,0,0, ,0, , ,0,0,1996,0,2.668738,0.222395,0,0,0,0,0,0,48.704476,330.033982,0,0,0,0,0,0,1.41992
541,8266,CA,CCO,ORC,CARBON,21749,,,14, ,0,757.4310303,0,1,0,8199.686262,3065214.566, , , , , , , , ,0,0,5728, ,0, , , ,0,0,0, ,0, , ,0,0,1994,0,28.244148,5.559872,0,0,0,0,0,0,679.193922,46.035737,0,0,0,0,0,0,83.58559
542,8267,CA,USF,CNF,LIVE OAK,0,8/21/94,8/23/94,9, ,180,160.1150055,8,1,50,3487.609234,647960.5439, , , , , , , , ,0,0,5729, ,0, , , ,0,0,0, ,0, , ,0,0,1994,0,9.11819,0,0,0,0,0,0,0,150.116535,0,0,0,0,0,0,0,53.90862
543,8269,CA,CCO,KRN,CHEVRON,0,5/30/94,,1, ,0,1231.98999,0,1,0,11984.80492,4985693.74, , , , , , , , ,0,0,5731, ,0, , , ,0,0,0, ,0, , ,0,0,1994,0,41.14305,3.558318,8.22861,0.44479,2.001554,0,0,0,0.889579,1174.46729,0,0.667185,0,0,0,0,57.74954
546,8272,CA,CDF,MVU,SYCAMORE,0,7/16/95,,14, ,0,2115.669922,0,1,48,12904.21475,8561815.556, , , , , , , , ,0,0,5734, ,1, , , ,0,0,0, ,0, , ,0,0,1995,0,37.139943,26.464989,4.003108,0,9.340584,0,0,0,169.464888,1378.848173,0,0,0,0,0,0,2.82708
547,8305,CA,USF,TNF,FLASH,0,9/24/79,9/25/79,7, ,35,30.12409973,0,1,61,1539.635066,121907.9573, , , , , , , , ,0,0,5745, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0,0,0,0,0,0,14.233271,0,15.122851,0,0,0,0,0,0,0,30.12411
548,8306,CA,CCO,VNC,CONEJO GRADE,0,11/30/79,,14, ,0,150.1239929,0,1,0,3478.84539,607530.8573, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.82201
549,8308,CA,CDF,BEU,HERNANDEZ,1285,8/3/79,,14, ,0,39.7220993,0,1,339,1691.49174,160749.4607, , , , , , , , ,0,0,5747, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,1.556764,0.222395,0,0,0,0,0,11.786928,25.797805,0,0,0,0,0,0,0,0.39325
553,8318,CA,CDF,FKU,SMALLY,FKU06715,7/23/06,7/25/06,1, ,228.67,228.6999969,1,1,126,7356.361691,925514.9846, , , , , , , , ,0,0,4431, ,0, , , ,0,0,0, ,0, , ,0,0,2006,0,0,0,0,0,0,0,94.740213,0,128.099443,6.449451,0,0,0,0,0,0,2.50169
554,8320,CA,CDF,RRU, ,0,,,14, ,0,167.852005,0,1,0,3660.632282,679274.0471, , , , , , , , ,0,0,5755, ,0, , , ,0,0,0, ,0, , ,0,0,1981,0,26.020199,7.339031,4.225502,1.556764,0,0,0,0,8.006215,115.867725,0,4.892687,0,0,0,0,136.77241
555,8321,CA,CDF,RRU, ,0,,,14, ,0,180.326004,0,1,0,4222.374305,729752.511, , , , , , , , ,0,0,5756, ,0, , , ,0,0,0, ,0, , ,0,0,1981,0,87.178788,43.811789,1.556764,0,0,0,0,0,46.702922,0.222395,0,0,0,0,0,0,0.19317
556,8322,CA,CCO,LAC,WEST FIRE NO II,951115,7/28/95,,14, ,0,499.618988,0,1,20,8919.057077,2021886.928, , , , , , , , ,0,0,5757, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,46.702922,0,0,0,0,0,0,0,428.554908,21.127512,1.556764,0,0,0,0,0,152.73581
557,8324,CA,CCO,LAC,110TH FIRE,951435,9/23/95,,14, ,0,321.3110046,0,1,39,18009.43429,1300300.42, , , , , , , , ,0,0,5759, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,3.558318,0,0,0,0,0,0,0,8.451005,2.446344,306.015336,0,0,0,0,0,8.60302
558,8327,CA,CCO,LAC,SAN MARTINEZ FIRE,0,7/29/95,,14, ,0,2.837539911,0,1,0,418.4585482,11483.1203, , , , , , , , ,0,0,5762, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,0,0,0,0,0,0,0,0,2.668738,0,0,0,0,0,0,0,2.83754
559,8332,CA,CCO,LAC,KINNELOA FIRE,0,7/7/95,,14, ,0,23.55999947,0,1,0,1261.52759,95343.76017, , , , , , , , ,0,0,5767, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,0.667185,0,0,0,0,0,0,0,22.906671,0,0,0,0,0,0,0,22.40906
560,8334,CA,CCO,LAC,POMONA FIRE,0,8/30/95,,14, ,0,22.41180038,0,1,0,1265.209364,90697.29205, , , , , , , , ,0,0,5769, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,2.446344,0.44479,0,0,0,0,0,0,19.348353,0,0,0,0,0,0,0,22.37762
561,8335,CA,CCO,LAC,DESERT FIRE,0,7/2/95,,14, ,0,245.6349945,0,1,0,5800.131625,994049.7536, , , , , , , , ,0,0,5770, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,11.786928,0,0,0,1.334369,0,0,0,224.84121,7.561425,0,0,0,0,0,0,27.61859
562,8341,CA,CDF,FKU,PIEDRA,6922,7/7/00,,5, ,0,168.0019989,0,1,140,4257.574612,679878.3465, , , , , , , , ,0,0,5771, ,0, , , ,0,0,0, ,0, , ,0,0,2000,5.559872,1.111974,0,0,0.222395,0,0,0,0,1.111974,55.598717,0,2.446344,94.740213,6.449451,0,0,122.03254
563,8344,CA,BLM,CCD, ,0,,,14, ,0,467.5969849,8,1,0000D252,8205.619447,1892297.753, , , , , , , , ,0,0,5774, ,0, , , ,0,0,0, ,0, , ,0,0,1992,0,0,0,0,0,0,0,0,0,314.243946,151.228509,0,0,0,0,0,0,109.04837
564,8345,CA,BLM,CCD,DOYLE,0,6/3/94,6/5/94,5, ,2000,1695.619995,8,1,0000D275,13884.3129,6861912.895, , , , , , , , ,0,0,5775, ,0, , , ,0,0,0, ,0, , ,0,0,1994,0,4.447897,0,0,0,0,0,27.576963,0,1138.884112,514.844116,0,0,1.334369,0,0,0,52.58694
565,8346,CA,BLM,CCD, ,0,,,14, ,0,3625.129883,8,1,0000D271,24122.91707,14670369.86, , , , , , , , ,0,0,5776, ,1, , , ,0,0,0, ,0, , ,0,0,1999,0,40.698261,3.780713,0.222395,0,0,0,0,0,532.8581,2990.098981,0,0,23.129066,28.911333,0,0,352.26892
566,8354,CA,BLM,NOD,36,6123,10/1/02,10/3/02,9, ,100,379.9119873,8,1,675,7641.835478,1537450.308, , , , , , , , ,0,0,5784, ,0, , , ,0,0,0, ,0, , ,0,0,2002,0,9.562979,6.004661,0,0,0,0,0,0,102.968823,257.75565,0,0,0,0,0,0,376.84395
567,8402,CA,CCO,LAC, ,0,9/7/79,,14, ,0,2.483109951,0,1,0,419.97357,10048.77871, , , , , , , , ,0,0,5788, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,1.334369,1.334369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48311
568,8403,CA,CCO,LAC, ,0,6/4/79,,14, ,0,33.86500168,0,1,0,2890.000132,137046.6214, , , , , , , , ,0,0,5789, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,5.559872,16.90201,9.785374,0,0,0,0,0,0,0.889579,0,0,0,0,0,0,18.11491
569,8405,CA,CCO,LAC, ,0,7/9/79,,14, ,0,45.74810028,0,1,0,2494.159198,185135.8403, , , , , , , , ,0,0,5791, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,10.007769,20.237933,10.897348,0,0,0,0.889579,0,4.225502,0,0,0,0,0,0,0,45.74806
570,8408,CA,CCO,LAC, ,0,7/15/79,,14, ,0,3.797650099,0,1,0,598.3596158,15368.52617, , , , , , , , ,0,0,5794, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0,0.667185,0.222395,0,0,0,0,0,2.668738,0,0,0,0,0,0,0,0.3586
571,8409,CA,CCO,LAC, ,0,6/19/79,,14, ,0,93.96700287,0,1,0,2600.509938,380271.129, , , , , , , , ,0,0,5795, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,5.559872,1.779159,0,0,0,0,0,0,85.177234,1.556764,0,0,0,0,0,0,93.54454
572,8411,CA,CCO,LAC, ,0,5/8/79,,14, ,0,54.10010147,0,1,0,2411.625666,218935.3189, , , , , , , , ,0,0,5797, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,13.788482,16.679615,1.779159,0,0,0,0,0,3.113528,18.681169,0,0,0,0,0,0,53.70437
573,8412,CA,CCO,LAC, ,0,7/17/79,,14, ,0,58.57099915,0,1,0,2234.450846,237028.3001, , , , , , , , ,0,0,5798, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,5.559872,0.667185,0,0,0,0,0,0,36.472758,15.345246,0,0,0,0,0,0,58.54826
574,8413,CA,CCO,LAC, ,0,12/15/79,,14, ,0,2.637069941,0,1,0,370.9625757,10671.86364, , , , , , , , ,0,0,5799, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0.889579,0,0,0,0,0,0,0,1.334369,0,0,0,0,0,0,0,0.73482
575,8418,CA,CCO,LAC, ,0,8/23/79,,14, ,0,10.98200035,0,1,0,787.3245276,44442.62561, , , , , , , , ,0,0,5804, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0,0,0,0,0,0,0,0,11.119743,0,0,0,0,0,0,0,0.56733
576,8419,CA,CCO,LAC,THE VERDALE FIRE,937624,5/14/87,,14, ,0,349.0029907,0,1,787,7719.457033,1412365.692, , , , , , , , ,0,0,5805, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0.44479,0.222395,0,0,0,0,0.44479,0,158.12275,43.589394,0,0,0,0,0,0,317.09565
577,8420,CA,CCO,LAC,AGOURA FIRE,891443,9/1/87,,14, ,0,163.197998,0,1,1687,5945.178234,660440.7585, , , , , , , , ,0,0,5806, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0,0,0,0,0,0,0,0,161.458673,1.111974,0,0,0,0,0,0,74.28974
578,8421,CA,CCO,LAC, ,0,9/3/87,,14, ,0,152.3840027,0,1,0,5927.813598,616677.5263, , , , , , , , ,0,0,5807, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,0.222395,0,0,0,0,0,0,0,20.237933,0,0,0,0,0,0,0,79.11615
579,8424,CA,CCO,LAC, ,0,4/21/87,,14, ,0,7.755599976,0,1,0,996.5097773,31385.81418, , , , , , , , ,0,0,5808, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,1.556764,0.889579,0,0,0,0,0,0,3.558318,2.001554,0,0,0,0,0,0,7.58484
580,8425,CA,CCO,LAC, ,0,4/19/87,,14, ,0,118.9449997,0,1,0,3346.745009,481351.9454, , , , , , , , ,0,0,5809, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,25.13062,35.583179,23.129066,0,0,0,0,0,20.905117,14.455666,0,0,0,0,0,0,108.78353
581,8426,CA,CCO,LAC, ,0,8/9/87,,14, ,0,141.3769989,0,1,0,4212.976291,572132.6337, , , , , , , , ,0,0,5810, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,4.670292,0.667185,0,0,0,0,0,0,17.124405,117.869279,0,0,0,0,0,0,17.01983
582,8427,CA,CCO,LAC, ,0,5/4/87,,14, ,0,56.92050171,0,1,0,2542.689458,230349.2182, , , , , , , , ,0,0,5811, ,0, , , ,0,0,0, ,0, , ,0,0,1987,0,2.668738,0.44479,0,0,0,0,0,0,54.264347,0,0,0,0,0,0,0,26.12078
583,8515,CA,USF,KNF,HEAVEN,0,6/6/03,6/7/03,5, ,11,11.12979984,2,1,2,1222.28454,45040.85638, , , , , , , , ,0,0,3303, ,0, , , ,0,0,0, ,0, , ,0,0,2003,0,3.780713,0.889579,0,0,0,0,0,0,6.449451,0,0,0,0,0,0,0,0.73481
584,8516,CA,USF,KNF,97,0,6/29/03,7/1/03,5, ,205,251.1970062,6,1,13,4449.32177,1016556.749, , , , , , , , ,0,0,3304, ,0, , , ,0,0,0, ,0, , ,0,0,2003,0,24.908225,17.3468,3.335923,0,0,0,103.636008,0,101.634454,0,0,0,0,0,0,0,151.57489
585,8525,CA,USF,CNF,GREEN RIVER,0,,,7, ,379,379.0329895,8,1,2,4729.072883,1533890.75, , , , , , , , ,0,0,5833, ,0, , , ,0,0,0, ,0, , ,0,0,1980,0,20.015538,31.135281,9.785374,0.889579,0,0,0,0,191.704375,30.245702,0,0,0,0,0,0,148.20613
589,8537,CA,USF,ANF,BOUQUET,4635,9/23/99,9/23/99,4, ,210,144.673996,8,1,243,4058.248372,585476.0739, , , , , , , , ,0,0,5842, ,0, , , ,0,0,0, ,0, , ,0,0,1999,0,1.556764,0,0,0,0,0,0.222395,0,142.555109,0,0,0,0,0,0,0,0.6255
590,8661,CA,CDF,NEU,SHIELDS CAMP,0,2/15/96,2/15/96,5, ,0,51.03900146,0,1,27,2349.785607,206547.4297, , , , , , , , ,0,0,5847, ,0, , , ,0,0,0, ,0, , ,0,0,1996,0,0.222395,0,0,0,0,0,50.483635,0,0,0,0,0,0,0,0,0,0.02635
591,8814,CA,USF,BDF, ,0,,,14, ,0,93.33969879,0,1,0,2822.439671,377732.4103, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.39344
592,8866,CA,USF,TOI, ,0,7/16/86,,2, ,0,3381.139893,0,1,29,16088.33182,13683004.66, , , , , , , , ,0,0,5860, ,0, , , ,0,0,0, ,0, , ,0,0,1986,0,29.800912,3.113528,0,0,0,0,346.935992,0,2981.203186,0,0,0,0,0,0,0,0.17997
593,8868,CA,CCO,MRN,DEXTER #2,1024,7/6/86,,14, ,0,74.1006012,0,1,34,2202.001851,299874.3562, , , , , , , , ,0,0,5862, ,0, , , ,0,0,0, ,0, , ,0,0,1986,0,1.334369,0.44479,0,0,0,0,14.455666,5.559872,27.799358,23.573856,0,0,0,0,0,0,0.24666
594,8885,CA,USF,CNF,HAGADOR,0,7/28/82,7/29/82,7, ,165,266.8559875,8,1,31,4388.212778,1079929.35, , , , , , , , ,0,0,5868, ,0, , , ,0,0,0, ,0, , ,0,0,1982,0,7.78382,1.779159,1.111974,0,0,0,0,5.115082,249.52704,2.001554,0,0,0,0,0,0,0.81875
595,8889,CA,USF,SQF, ,0,7/4/95,7/4/95,9, ,60,73.88729858,8,1,26,2464.119055,299011.2731, , , , , , , , ,0,0,5871, ,0, , , ,0,0,0, ,0, , ,0,0,1995,0,1.334369,0,0,0,0,0,0,0,72.723121,0.222395,0,0,0,0,0,0,2.20829
597,8904,CA,USF,BDF,WATERMAN 3,0,10/26/96,10/27/96,4, ,370,370.0239868,8,1,262,9719.579853,1497432.654, , , , , , , , ,0,0,0, ,0, , , ,0,0,0, ,0, , ,0,0,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5716
598,8906,CA,USF,ANF,NORTH FORK,0,7/12/96,7/20/96,2, ,400,246.5189972,8,1,137,5971.853416,997625.5346, , , , , , , , ,0,0,5877, ,0, , , ,0,0,0, ,0, , ,0,0,1996,0,0.889579,0,0,0,0,0,4.892687,7.561425,232.402636,0,0,0,1.111974,0,0,0,0.1692
599,8910,CA,USF,SHF,FLAT,0,8/6/04,8/6/04,9, ,35,201.5469971,8,1,117,3996.955776,815631.6758, , , , , , , , ,0,0,3311, ,0, , , ,0,0,0, ,0, , ,0,0,2004,0,0.44479,0,0,0,0,3.780713,84.954839,1.556764,110.307854,0,0,0,0,0,0,0,5.11406
