Year,Region,Ranger_unit,FIRE_NAME,Start,Contained,DPA,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Destroyed_structures,Firefighter_fatalities,Damaged_structures,Civilian_fatalities,Incident_number,Ranger_unit2,National_forest,County,County2,County3,DPA2,Fire_name2
1987,NA,NA,SLATER,8/30/1987,9/6/1987,USFS,NA,4890,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,FORT COPPER,8/30/1987,10/2/1987,USFS,NA,26840,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,THOMPSON,8/30/1987,9/29/1987,USFS,NA,9040,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,HAPPY,8/30/1987,9/6/1987,USFS,NA,300,NA,Lightning,1,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,GULCH,8/30/1987,9/19/1987,USFS,NA,14260,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,BIG BUCK,8/30/1987,9/20/1987,USFS,NA,475,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,SLIDE,8/30/1987,9/14/1987,USFS,NA,300,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,ELK LICK,8/30/1987,9/29/1987,USFS,NA,930,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,TEN/BALD,8/30/1987,10/15/1987,USFS,NA,19100,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,CHINA,8/30/1987,9/9/1987,USFS,NA,3040,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,GRIDER/LAKE,8/30/1987,9/19/1987,USFS,NA,15510,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,CLIFF/VALLEY,8/30/1987,9/19/1987,USFS,NA,415,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,KELSEY,8/30/1987,9/17/1987,USFS,NA,4500,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,KING/TITUS,8/30/1987,9/29/1987,USFS,NA,52600,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,COUGAR-I,8/30/1987,9/19/1987,USFS,NA,7505,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,YELLOW,8/30/1987,10/25/1987,USFS,NA,47770,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,GLASGOW,8/30/1987,9/15/1987,USFS,NA,13370,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,NIELON,8/30/1987,9/16/1987,USFS,NA,1490,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,HOTELLING,8/30/1987,10/3/1987,USFS,NA,16075,NA,Lightning,1,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,ST. CLAIRE,8/30/1987,10/6/1987,USFS,NA,8600,NA,Lightning,0,0,NA,NA,NA,NA,Klamath,Siskiyou,NA,NA,NA,NA
1987,NA,NA,LOST,8/31/1987,9/6/1987,USFS,NA,23000,NA,Lightning,0,0,NA,NA,NA,NA,Lassen,Shasta,NA,NA,NA,NA
1987,NA,NA,FREANER,8/30/1987,9/5/1987,USFS,NA,425,NA,Lightning,0,0,NA,NA,NA,NA,Lassen,Shasta,NA,NA,NA,NA
1987,NA,NA,FISH,10/1/1987,10/8/1987,USFS,NA,4205,NA,Lightning,0,0,NA,NA,NA,NA,Los Padres,Ventura,NA,NA,NA,NA
1987,NA,NA,MENDENHALL,8/31/1987,9/11/1987,USFS,NA,60655,NA,Lightning,0,0,NA,NA,NA,NA,Mendocino,Mendocino,NA,NA,NA,NA
1987,NA,NA,CARDENAS,8/30/1987,9/7/1987,USFS,NA,300,NA,Lightning,0,0,NA,NA,NA,NA,Mendocino,Mendocino,NA,NA,NA,NA
1987,NA,NA,FOUTS COMPLEX,8/31/1987,9/12/1987,USFS,NA,18037,NA,Lightning,0,0,NA,NA,NA,NA,Mendocino,Colusa,NA,NA,NA,NA
1987,NA,NA,SLIDES,8/30/1987,9/11/1987,USFS,NA,1220,NA,Lightning,0,0,NA,NA,NA,NA,Mendocino,Tehama,NA,NA,NA,NA
1987,NA,NA,FORK,8/31/1987,9/5/1987,USFS,NA,800,NA,Lightning,0,0,NA,NA,NA,NA,Mendocino,Tehama,NA,NA,NA,NA
1987,NA,NA,HIGH ROCK,9/2/1987,9/12/1987,USFS,NA,1156,NA,Lightning,0,0,NA,NA,NA,NA,Modoc,Modoc,NA,NA,NA,NA
1987,NA,NA,CEDAR,9/2/1987,9/6/1987,USFS,NA,709,NA,Lightning,0,0,NA,NA,NA,NA,Modoc,Modoc,NA,NA,NA,NA
1987,NA,NA,FRENCH,8/30/1987,9/5/1987,USFS,NA,430,NA,Lightning,0,0,NA,NA,NA,NA,Plumas,Butte,NA,NA,NA,NA
1987,NA,NA,CLARK,8/30/1987,9/5/1987,USFS,NA,37530,NA,Lightning,4,0,NA,NA,NA,NA,Plumas,Plumas,NA,NA,NA,NA
1987,NA,NA,FAY/TOP,8/31/1987,9/6/1987,USFS,NA,13900,NA,Lightning,0,0,NA,NA,NA,NA,Sequoia,Kern,NA,NA,NA,NA
1987,NA,NA,PIERCE,8/31/1987,9/3/1987,USFS,NA,690,NA,Lightning,0,0,NA,NA,NA,NA,Sequoia,Tulare,NA,NA,NA,NA
1987,NA,NA,LAZYMAN,8/30/1987,9/12/1987,USFS,NA,2520,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Tehama,NA,NA,NA,NA
1987,NA,NA,UNDER,8/30/1987,9/6/1987,USFS,NA,510,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Shasta,NA,NA,NA,NA
1987,NA,NA,FLUME,8/30/1987,9/21/1987,USFS,NA,11325,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,BEAR WALLOW,8/30/1987,9/21/1987,USFS,NA,2150,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,GULCH,8/30/1987,9/9/1987,USFS,NA,6800,NA,Lightning,1,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,BEAR-I,8/30/1987,9/12/1987,USFS,NA,5750,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,TRINITY,8/30/1987,9/9/1987,USFS,NA,1000,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,JESSIE,8/30/1987,9/9/1987,USFS,NA,3500,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,LUCY,8/30/1987,9/9/1987,USFS,NA,950,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,FRIENDLY,8/30/1987,9/14/1987,USFS,NA,3400,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,COLD,8/30/1987,9/19/1987,USFS,NA,13932,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,TULE,8/30/1987,9/14/1987,USFS,NA,720,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,PEANUT,8/30/1987,9/14/1987,USFS,NA,6860,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,RIPSTEIN/EAST,8/30/1987,9/27/1987,USFS,NA,14800,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,STRAUSE,8/30/1987,10/6/1987,USFS,NA,5840,NA,Lightning,0,1,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,CHINA/CHANCE,8/30/1987,10/6/1987,USFS,NA,8235,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,BACKBONE,8/30/1987,9/15/1987,USFS,NA,830,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,BEAR,8/30/1987,9/12/1987,USFS,NA,550,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,DOE,8/30/1987,9/17/1987,USFS,NA,2026,NA,Lightning,0,0,NA,NA,NA,NA,Shasta-Trinity,Trinity,NA,NA,NA,NA
1987,NA,NA,TRAVIS COMPLEX,8/31/1987,9/7/1987,USFS,NA,11500,NA,Lightning,0,1,NA,NA,NA,NA,Six Rivers,Trinity,NA,NA,NA,NA
1987,NA,NA,BLAKE,8/30/1987,9/3/1987,USFS,NA,1895,NA,Lightning,0,0,NA,NA,NA,NA,Six Rivers,Humboldt,NA,NA,NA,NA
1987,NA,NA,LONGWOOD,8/30/1987,9/5/1987,USFS,NA,4000,NA,Lightning,0,0,NA,NA,NA,NA,Six Rivers,Del Norte,NA,NA,NA,NA
1987,NA,NA,RIVER-II,8/30/1987,9/2/1987,USFS,NA,565,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,NA,NA,NA,NA,NA
1987,NA,NA,JARRELL,9/3/1987,9/11/1987,USFS,NA,1749,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,NA,NA,NA,NA,NA
1987,NA,NA,STANISLAUS COMPLEX,8/29/1987,9/13/1987,USFS,NA,144762,NA,Lightning,18,1,NA,NA,NA,NA,Stanislaus,NA,NA,NA,NA,NA
1987,NA,NA,TAHOE,8/31/1987,9/5/1987,USFS,NA,1035,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,Big,NA,NA,NA,NA
1987,NA,NA,TAHOE,8/30/1987,9/6/1987,USFS,NA,1612,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,Palmer,NA,NA,NA,NA
1987,NA,NA,TAHOE,8/30/1987,9/7/1987,USFS,NA,8500,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,Indian,NA,NA,NA,NA
1987,NA,NA,BRANHAM,8/30/1987,8/31/1987,BLM,NA,1150,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,Lassen,NA,NA,NA,NA
1987,NA,NA,PAUL,8/31/1987,9/4/1987,NPS,NA,1450,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,San Bernardino,NA,NA,NA,NA
1987,NA,NA,SNAG,8/31/1987,9/5/1987,NPS,NA,830,NA,Lightning,0,0,NA,NA,NA,NA,Stanislaus,Lassen,NA,NA,NA,NA
1987,NA,NA,SYCAMORE,8/31/1987,9/3/1987,CC,NA,1600,NA,Lightning,0,0,NA,NA,NA,NA,NA,Kern,NA,NA,NA,NA
1987,NA,NA,TRAIL,8/31/1987,9/3/1987,CC,NA,900,NA,Lightning,0,0,NA,NA,NA,NA,NA,Kern,NA,NA,NA,NA
1987,NA,NA,STALLION SPRINGS,8/31/1987,9/4/1987,CC,NA,6000,NA,Lightning,0,0,NA,NA,NA,NA,NA,Kern,NA,NA,NA,NA
1987,NA,NA,MIDDLE,9/5/1987,9/10/1987,CC,NA,1500,NA,Lightning,0,0,NA,NA,NA,NA,NA,Kern,NA,NA,NA,NA
1988,I,Humboldt-Del Norte,LAKE,8/26/1988,8/27/1988,CDF,550,NA,TG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Humboldt-Del Norte,SADDLE,9/4/1988,9/12/1988,CDF,6100,NA,TGB,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Humboldt-Del Norte,KLAMATH,9/11/1988,9/14/1988,CDF,6170,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Humboldt-Del Norte,CHARLES,12/15/1988,12/19/1988,CDF,808,NA,TG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Lake-Napa,HWY 175,8/24/1988,8/24/1988,CDF,552,NA,WB,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Lake-Napa,RUMSEY,9/11/1988,9/13/1988,CDF,1303,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Lake-Napa,MILLER,9/17/1988,9/23/1988,CDF,38600,NA,WBGA,Arson,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Lake-Napa,RESORT,9/18/1988,9/18/1988,CDF,780,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Lake-Napa,BLUE RIDGE,9/18/1988,9/22/1988,CDF,5371,NA,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Mendocino,SHELL CREEK,9/18/1988,9/19/1988,CDF,360,NA,WG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Santa Clara,UVAS,7/22/1988,7/24/1988,CDF,330,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Sonoma,RIVER,8/24/1988,8/26/1988,CDF,1900,NA,TWG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Sonoma,GEYSERS SERIES,9/11/1988,9/14/1988,CDF,352,NA,WB,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,I,Sonoma,PG&E #19,9/11/1988,9/14/1988,CDF,8648,NA,TWBG,Equipment use,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Butte,FIELDS,12/14/1988,12/17/1988,CDF,200,100,T,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Lassen-Modoc,LIGHTNING #97,8/10/1988,8/13/1988,CDF,3753,NA,TBG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Lassen-Modoc,BLM 4516,8/10/1988,NA,BLM,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Lassen-Modoc,BLM 417,9/29/1988,NA,BLM,NA,2060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Lassen NF,CAMPBELL,8/31/1988,9/3/1988,USFS,NA,750,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Nevada-Yuba-Placer,49'ER,9/11/1988,9/14/1988,CDF,33700,NA,TWBG,Debris,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Shasta-Trinity,BURNEY,8/29/1988,9/1/1988,CDF,2925,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Shasta-Trinity,FERN,9/17/1988,9/21/1988,CDF,7790,NA,TBG,Equipment use,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Shasta-Trinity,USFS #41,9/28/1988,NA,USFS,NA,7600,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,II,Tehama-Glenn,TRINITY (USFS #32),8/31/1988,9/2/1988,USFS,NA,560,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Owens Valley,RIVER,5/23/1988,5/23/1988,CDF,618,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #837,5/19/1988,5/19/1988,CDF,627,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,CORONA (STATE 983),6/3/1988,6/4/1988,CDF,920,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,LOCAL,6/4/1988,6/4/1988,LOCAL,NA,1800,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE,6/14/1988,6/14/1988,CDF,1200,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,PEACH,6/28/1988,6/30/1988,CDF,889,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #1161,6/23/1988,6/23/1988,CDF,400,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE,7/10/1988,NA,USFS,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE,7/11/1988,7/12/1988,CDF,400,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #1662,8/17/1988,8/19/1988,CDF,1000,NA,BG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #1807,9/4/1988,9/5/1988,CDF,4738,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,ORANGE CO. ASSIST,9/4/1988,9/6/1988,CC,NA,2384,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #1825,9/5/1988,9/5/1988,CDF,750,NA,BGA,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,BENTON,10/9/1988,10/10/1988,CDF,2000,NA,BG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #2056,10/11/1988,10/12/1988,CDF,327,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Riverside,STATE #2428,12/9/1988,12/9/1988,CDF,1135,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Bernardino,SPOOR,7/22/1988,7/23/1988,CDF,415,NA,B,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Bernardino,YUCCA,8/11/1988,8/12/1988,CDF,931,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Bernardino,GLEN HELEN,9/28/1988,9/29/1988,CDF,345,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Bernardino,TEXAS,9/28/1988,10/3/1988,CDF,4138,7862,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Bernardino,DIVIDE,10/16/1988,10/18/1988,USFS,NA,3360,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,Ventura County,PRIU,9/3/1988,NA,CC,NA,12500,B,Lightning,NA,NA,NA,NA,NA,LA County,NA,NA,NA,NA,NA,NA
1988,III,Ventura County,KUHNER,9/4/1988,NA,CC,NA,4000,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Diego,GAVILAN,3/31/1988,4/2/1988,CDF,325,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Diego,OUTSIDE ORIGIN #11,7/31/1988,NA,CITY,NA,300,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Diego,STATE,10/9/1988,10/10/1988,CDF,445,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Diego,RODRIGUEZ,12/1/1988,12/2/1988,CDF,439,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,III,San Luis Obispo,LPF #807,7/17/1988,NA,USFS,NA,5053,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Amador-El Dorado,AMADOR,7/18/1988,7/18/1988,CDF,600,NA,T,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Amador-El Dorado,TONZI,9/5/1988,9/5/1988,CDF,341,NA,WBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Fresno-Kings,LIGHTNING #9,6/20/1988,6/21/1988,CDF,3650,NA,G,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Fresno-Kings,GARNET DIKE,8/30/1988,NA,USFS,NA,1725,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Fresno-Kings,OBELISK,8/19/1988,NA,USFS,NA,6343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Kern County,KERN CO. #7,6/21/1988,NA,CC,NA,1900,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Kern County,KERN CO. #9 (KNOB),6/23/1988,NA,CC,NA,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Kern County,HAVILAH,8/11/1988,NA,CC,NA,1573,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Sequoia NP,BUCKEYE,10/16/1988,NA,USFS,NA,3075,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Tuolumne-Calaveras,STENT,6/26/1988,6/26/1988,CDF,980,NA,B,Lightning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Tuolumne-Calaveras,PARDEE,6/28/1988,6/29/1988,CDF,1100,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Tuolumne-Calaveras,MASON,7/19/1988,7/22/1988,CDF,4072,NA,TWBG,Arson,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Tuolumne-Calaveras,BRIDGE,7/19/1988,7/22/1988,CDF,6778,NA,TWBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Tuolumne-Calaveras,GRADE,8/19/1988,8/20/1988,CDF,380,NA,TBG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,IV,Tuolumne-Calaveras,MIDDLE FORK,12/14/1988,NA,CDF,442,NA,T,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,I,Mendocino NF,VALLEY,8/2/1989,8/5/1989,USFS,NA,585,TB,Campfire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,I,Lake-Napa,COOK,8/27/1989,8/30/1989,CDF,536,252,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,II,Butte,CANAL,7/7/1989,7/8/1989,CDF,750,NA,B,Smoking,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,II,Lassen-Modoc,EAGLE,7/7/1989,7/10/1989,CDF,4600,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,II,Plumas NF,ROCK,7/8/1989,7/12/1989,USFS,NA,3500,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,II,Lassen-Modoc,FEATHER,7/14/1989,7/15/1989,USFS,NA,420,T,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,II,Tehama-Glenn,BEEGUM,8/15/1989,8/19/1989,CDF,700,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,II,Plumas NF,LAYMAN,9/6/1989,9/10/1989,USFS,NA,4945,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Owens Valley,OLIVAS,3/31/1989,4/1/1989,CDF,813,NA,BG,"Rekindle, Debris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,MINDY,6/16/1989,6/16/1989,CDF,520,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,CALIFORNIA,6/21/1989,6/22/1989,CDF,505,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,STATE 1116,6/27/1989,6/28/1989,CDF,1000,6880,B,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,PARK,7/5/1989,7/6/1989,CDF,1200,NA,B,Equip. RR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,CONCORDIA,7/5/1989,7/5/1989,CDF,1302,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,PRADO,7/5/1989,7/5/1989,CDF,748,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,Riverside,POPPET,7/14/1989,7/15/1989,CDF,1328,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Bernardino,JOSHUA,6/20/1989,6/22/1989,CDF,690,NA,B,Arson,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Berdo/Angeles NF,SAN FRANCISCO,6/28/1989,NA,CC,1330,839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Diego,PROCTOR #7,6/28/1989,6/28/1989,CDF,340,NA,BG,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Diego,DOGPATCH,7/5/1989,7/5/1989,CDF,1153,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Diego,BLACK MOUNTAIN,11/28/1989,11/29/1989,CITY,NA,3000,G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Diego,ORIFLAME,6/19/1989,6/19/1989,CDF,340,NA,B,Debris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Luis Obispo,SLU 1531,6/18/1989,6/18/1989,CDF,610,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,III,San Luis Obispo,CHISPA,7/27/1989,7/30/1989,CDF,10500,NA,B,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
