Year,FIRE_NAME,EXPECT_MATCH_2,DPA,Ranger_unit,County,Start,Contained,CDF_acres_burned,Other_acres_burned,Region,Ranger_unit2,County2,County3,Veg_type,Cause,Destroyed_structures,Incident_number,National_forest,Fire_name2,DPA2,Damaged_structures,Firefighter_fatalities,Civilian_fatalities
1986,TOF ASSIST #1,,USFS,Toyiabe NF,NA,7/16/1986,7/19/1986,NA,3500,IV,NA,NA,NA,TGB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,USFS ASSIST,,USFS,San Benito-Monterey,NA,11/6/1986,11/12/1986,NA,2165,IV,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,USFS ASSIST #10,,USFS,Nevada-Yuba-Placer,NA,11/3/1986,11/4/1986,NA,400,II,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,WILMONT,,CDF,Riverside,NA,5/29/1986,5/29/1986,1425,NA,III,NA,NA,NA,B,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1986,YOSEMITE #1,,NP,Yosemite NP,NA,6/27/1986,6/28/1986,NA,650,IV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,ALEXANDER,,CDF,NA,Monterey,7/23/1987,7/23/1987,343,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,ANDESITE,,USFS,NA,Siskiyou,9/24/1987,9/25/1987,NA,800,NA,NA,NA,NA,NA,Railroad,0,NA,Klamath,NA,NA,NA,0,NA
1987,ANTELOPE,,CDF,NA,Riverside,10/3/1987,10/3/1987,3275,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,AVE 32,,CDF,NA,Tulare,5/14/1987,5/14/1987,365,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,BACKBONE,,USFS,NA,Trinity,8/30/1987,9/15/1987,NA,830,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,BEAR,,USFS,NA,Trinity,8/30/1987,9/12/1987,NA,550,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,BEAR WALLOW,,USFS,NA,Trinity,8/30/1987,9/21/1987,NA,2150,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,BEARCAT,,USFS,NA,Siskiyou,8/30/1987,9/9/1987,NA,2430,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,BEAR-I,,USFS,NA,Trinity,8/30/1987,9/12/1987,NA,5750,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,BIG BUCK,,USFS,NA,Siskiyou,8/30/1987,9/20/1987,NA,475,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,BLAKE,,USFS,NA,Humboldt,8/30/1987,9/3/1987,NA,1895,NA,NA,NA,NA,NA,Lightning,0,NA,Six Rivers,NA,NA,NA,0,NA
1987,BORDEN,,CDF,NA,Sacramento,9/3/1987,9/3/1987,432,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,BRANHAM,,BLM,NA,Lassen,8/30/1987,8/31/1987,NA,1150,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,BRICEBURG,,CDF,NA,Lassen,9/9/1987,9/11/1987,411,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,BUZZARD,,CDF,NA,Shasta,8/31/1987,9/2/1987,700,NA,NA,NA,NA,NA,NA,Playing with fire,0,NA,NA,NA,NA,NA,0,NA
1987,CARDENAS,,USFS,NA,Mendocino,8/30/1987,9/7/1987,NA,300,NA,NA,NA,NA,NA,Lightning,0,NA,Mendocino,NA,NA,NA,0,NA
1987,CARRIZO,,CDF,NA,San Diego,7/12/1987,7/13/1987,400,NA,NA,NA,NA,NA,NA,Campfire,0,NA,NA,NA,NA,NA,0,NA
1987,CASE,,CDF,NA,Tulare,8/29/1987,9/7/1987,4723,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,CASHBAUGH,,CDF,NA,Inyo,3/4/1987,NA,602,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,CEDAR,,USFS,NA,Modoc,9/2/1987,9/6/1987,NA,709,NA,NA,NA,NA,NA,Lightning,0,NA,Modoc,NA,NA,NA,0,NA
1987,CHINA,,USFS,NA,Siskiyou,8/30/1987,9/9/1987,NA,3040,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,CHINA/CHANCE,,USFS,NA,Trinity,8/30/1987,10/6/1987,NA,8235,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,CHULAR CANYON,,CDF,NA,Monterey,10/6/1987,10/8/1987,410,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,CLARK,,USFS,NA,Plumas,8/30/1987,9/5/1987,NA,37530,NA,NA,NA,NA,NA,Lightning,4,NA,Plumas,NA,NA,NA,0,NA
1987,CLIFF/VALLEY,,USFS,NA,Siskiyou,8/30/1987,9/19/1987,NA,415,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,COLD,,USFS,NA,Trinity,8/30/1987,9/19/1987,NA,13932,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,CONOVER,,CDF,NA,Riverside,5/23/1987,5/23/1987,350,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,COUGAR-I,,USFS,NA,Siskiyou,8/30/1987,9/19/1987,NA,7505,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,CRANK,,CDF,NA,Modoc,8/30/1987,9/4/1987,3528,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,DENNY,,CDF,NA,Tulare,7/31/1987,NA,320,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,DOE,,USFS,NA,Trinity,8/30/1987,9/17/1987,NA,2026,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,DOG BAR,,CDF,NA,Nevada,8/30/1987,8/30/1987,362,NA,NA,NA,NA,NA,NA,Equipment Use,4,NA,NA,NA,NA,NA,0,NA
1987,EAGLE #1,,CDF,NA,Lake,6/3/1987,6/4/1987,762,NA,NA,NA,NA,NA,NA,Misc,8,NA,NA,NA,NA,NA,0,NA
1987,ELK LICK,,USFS,NA,Siskiyou,8/30/1987,9/29/1987,NA,930,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,FAY/TOP,,USFS,NA,Kern,8/31/1987,9/6/1987,NA,13900,NA,NA,NA,NA,NA,Lightning,0,NA,Sequoia,NA,NA,NA,0,NA
1987,FISH,,USFS,NA,Ventura,10/1/1987,10/8/1987,NA,4205,NA,NA,NA,NA,NA,Lightning,0,NA,Los Padres,NA,NA,NA,0,NA
1987,FLUME,,USFS,NA,Trinity,8/30/1987,9/21/1987,NA,11325,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,FORK,,USFS,NA,Tehama,8/31/1987,9/5/1987,NA,800,NA,NA,NA,NA,NA,Lightning,0,NA,Mendocino,NA,NA,NA,0,NA
1987,FORT COPPER,,USFS,NA,Siskiyou,8/30/1987,10/2/1987,NA,26840,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,FOUTS COMPLEX,,USFS,NA,Colusa,8/31/1987,9/12/1987,NA,18037,NA,NA,NA,NA,NA,Lightning,0,NA,Mendocino,NA,NA,NA,0,NA
1987,FREANER,,USFS,NA,Shasta,8/30/1987,9/5/1987,NA,425,NA,NA,NA,NA,NA,Lightning,0,NA,Lassen,NA,NA,NA,0,NA
1987,FRENCH,,USFS,NA,Butte,8/30/1987,9/5/1987,NA,430,NA,NA,NA,NA,NA,Lightning,0,NA,Plumas,NA,NA,NA,0,NA
1987,FRIENDLY,,USFS,NA,Trinity,8/30/1987,9/14/1987,NA,3400,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,GERBER,,CDF,NA,Stanislaus,5/7/1987,5/11/1987,1470,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,GILL,,CDF,NA,Stanislaus,5/9/1987,5/11/1987,300,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,GLASGOW,,USFS,NA,Siskiyou,8/30/1987,9/15/1987,NA,13370,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,GRADE,,CDF,NA,San Diego,10/4/1987,10/4/1987,2900,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,GRIDER/LAKE,,USFS,NA,Siskiyou,8/30/1987,9/19/1987,NA,15510,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,GULCH,,USFS,NA,Siskiyou,8/30/1987,9/19/1987,NA,14260,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,GULCH,,USFS,NA,Trinity,8/30/1987,9/9/1987,NA,6800,NA,NA,NA,NA,NA,Lightning,1,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,HAPPY,,USFS,NA,Siskiyou,8/30/1987,9/6/1987,NA,300,NA,NA,NA,NA,NA,Lightning,1,NA,Klamath,NA,NA,NA,0,NA
1987,HASWELL,,CDF,NA,Yolo,6/26/1987,6/26/1987,310,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,HIGH ROCK,,USFS,NA,Modoc,9/2/1987,9/12/1987,NA,1156,NA,NA,NA,NA,NA,Lightning,0,NA,Modoc,NA,NA,NA,0,NA
1987,HIGHLAND,,CDF,NA,San Diego,10/3/1987,10/4/1987,506,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,HOTELLING,,USFS,NA,Siskiyou,8/30/1987,10/3/1987,NA,16075,NA,NA,NA,NA,NA,Lightning,1,NA,Klamath,NA,NA,NA,0,NA
1987,JARRELL,,USFS,NA,NA,9/3/1987,9/11/1987,NA,1749,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,JESSIE,,USFS,NA,Trinity,8/30/1987,9/9/1987,NA,3500,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,KELSEY,,USFS,NA,Siskiyou,8/30/1987,9/17/1987,NA,4500,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,KING/TITUS,,USFS,NA,Siskiyou,8/30/1987,9/29/1987,NA,52600,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,LAUDER,,CDF,NA,Mendocino,9/29/1987,9/29/1987,1400,NA,NA,NA,NA,NA,NA,Misc,1,NA,NA,NA,NA,NA,0,NA
1987,LAUREL,,USFS,NA,Mono,8/30/1987,9/2/1987,NA,1465,NA,NA,NA,NA,NA,Lightning,0,NA,Inyo,NA,NA,NA,0,NA
1987,LAZYMAN,,USFS,NA,Tehama,8/30/1987,9/12/1987,NA,2520,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,LONGWOOD,,USFS,NA,Del Norte,8/30/1987,9/5/1987,NA,4000,NA,NA,NA,NA,NA,Lightning,0,NA,Six Rivers,NA,NA,NA,0,NA
1987,LOST,,USFS,NA,Shasta,8/31/1987,9/6/1987,NA,23000,NA,NA,NA,NA,NA,Lightning,0,NA,Lassen,NA,NA,NA,0,NA
1987,LUCY,,USFS,NA,Trinity,8/30/1987,9/9/1987,NA,950,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,MENDENHALL,,USFS,NA,Mendocino,8/31/1987,9/11/1987,NA,60655,NA,NA,NA,NA,NA,Lightning,0,NA,Mendocino,NA,NA,NA,0,NA
1987,MERCED FALLS,,CDF,NA,Mariposa,6/25/1987,6/26/1987,300,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,MIDDLE,,CC,NA,Kern,9/5/1987,9/10/1987,NA,1500,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,MORSE,,CDF,NA,Monterey,5/31/1987,6/1/1987,160,NA,NA,NA,NA,NA,NA,Campfire,37,NA,NA,NA,NA,NA,0,NA
1987,NIELON,,USFS,NA,Siskiyou,8/30/1987,9/16/1987,NA,1490,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,NUNEZ,,CDF,NA,Fresno,5/19/1987,5/19/1987,1000,NA,NA,NA,NA,NA,NA,Smoking,0,NA,NA,NA,NA,NA,0,NA
1987,PALOMAR,,CDF,NA,San Diego,10/3/1987,10/3/1987,16100,NA,NA,NA,NA,NA,NA,Debris,0,NA,NA,NA,NA,NA,0,NA
1987,PAUL,,NPS,NA,San Bernardino,8/31/1987,9/4/1987,NA,1450,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,PEACH,,CDF,NA,Riverside,4/17/1987,4/17/1987,350,NA,NA,NA,NA,NA,NA,Playing with fire,0,NA,NA,NA,NA,NA,0,NA
1987,PEANUT,,USFS,NA,Trinity,8/30/1987,9/14/1987,NA,6860,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,PIERCE,,CDF,NA,Tulare,8/30/1987,8/30/1987,725,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,PIERCE,,USFS,NA,Tulare,8/31/1987,9/3/1987,NA,690,NA,NA,NA,NA,NA,Lightning,0,NA,Sequoia,NA,NA,NA,0,NA
1987,PILITAS,,CDF,NA,San Luis Obispo,8/4/1987,8/5/1987,1250,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,POST,,CDF,NA,Riverside,9/9/1987,9/9/1987,546,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,RED MOUNTAIN,,CDF,NA,Fresno,8/31/1987,9/1/1987,4750,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,RIPSTEIN/EAST,,USFS,NA,Trinity,8/30/1987,9/27/1987,NA,14800,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,RIVER-II,,USFS,NA,NA,8/30/1987,9/2/1987,NA,565,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,ROMERO,,CDF,NA,Merced,7/23/1987,7/23/1987,700,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,RUBY,,USFS,NA,Los Angeles,9/20/1987,9/24/1987,NA,10700,NA,NA,NA,NA,NA,Misc,0,NA,Angeles,NA,NA,NA,0,NA
1987,SILVERADO,,USFS,NA,Orange,9/9/1987,9/13/1987,NA,5800,NA,NA,NA,NA,NA,Arson,0,NA,Cleveland,NA,NA,NA,0,NA
1987,SKINNER,,CDF,NA,Riverside,9/1/1987,9/2/1987,560,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,SLATER,,USFS,NA,Siskiyou,8/30/1987,9/6/1987,NA,4890,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,SLIDE,,USFS,NA,Siskiyou,8/30/1987,9/14/1987,NA,300,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,SLIDES,,USFS,NA,Tehama,8/30/1987,9/11/1987,NA,1220,NA,NA,NA,NA,NA,Lightning,0,NA,Mendocino,NA,NA,NA,0,NA
1987,SLU 1690,,CDF,NA,San Luis Obispo,7/23/1987,7/23/1987,300,NA,NA,NA,NA,NA,NA,Playing with fire,0,NA,NA,NA,NA,NA,0,NA
1987,SLU 1848,,CDF,NA,San Luis Obispo,8/5/1987,8/5/1987,575,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,SLU 73,,CDF,NA,San Luis Obispo,4/19/1987,4/19/1987,600,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,SLU 864,,CDF,NA,San Luis Obispo,5/5/1987,5/9/1987,325,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,SLU 966,,CDF,NA,San Luis Obispo,5/14/1987,5/14/1987,875,NA,NA,NA,NA,NA,NA,Equipment Use,0,NA,NA,NA,NA,NA,0,NA
1987,SNAG,,NPS,NA,Lassen,8/31/1987,9/5/1987,NA,830,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,ST. CLAIRE,,USFS,NA,Siskiyou,8/30/1987,10/6/1987,NA,8600,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,STALLION SPRINGS,,CC,NA,Kern,8/31/1987,9/4/1987,NA,6000,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,STANISLAUS COMPLEX,,USFS,NA,NA,8/29/1987,9/13/1987,NA,144762,NA,NA,NA,NA,NA,Lightning,18,NA,Stanislaus,NA,NA,NA,1,NA
1987,STATE 1293,,CDF,NA,Riverside,8/22/1987,8/22/1987,360,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,STATE 767 (BULL),,CDF,NA,Riverside,6/5/1987,6/5/1987,1200,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,STRAUSE,,USFS,NA,Trinity,8/30/1987,10/6/1987,NA,5840,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,1,NA
1987,SYCAMORE,,CC,NA,Kern,8/31/1987,9/3/1987,NA,1600,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,TAHOE,,USFS,NA,Palmer,8/30/1987,9/6/1987,NA,1612,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,TAHOE,,USFS,NA,Indian,8/30/1987,9/7/1987,NA,8500,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,TAHOE,,USFS,NA,Big,8/31/1987,9/5/1987,NA,1035,NA,NA,NA,NA,NA,Lightning,0,NA,Stanislaus,NA,NA,NA,0,NA
1987,TEN/BALD,,USFS,NA,Siskiyou,8/30/1987,10/15/1987,NA,19100,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,THOMPSON,,USFS,NA,Siskiyou,8/30/1987,9/29/1987,NA,9040,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1987,TRAIL,,CC,NA,Kern,8/31/1987,9/3/1987,NA,900,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,TRAVIS COMPLEX,,USFS,NA,Trinity,8/31/1987,9/7/1987,NA,11500,NA,NA,NA,NA,NA,Lightning,0,NA,Six Rivers,NA,NA,NA,1,NA
1987,TRINITY,,USFS,NA,Trinity,8/30/1987,9/9/1987,NA,1000,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,TULE,,USFS,NA,Trinity,8/30/1987,9/14/1987,NA,720,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,TYLER,,CDF,NA,Mendocino,8/29/1987,8/31/1987,450,NA,NA,NA,NA,NA,NA,Arson,0,NA,NA,NA,NA,NA,0,NA
1987,UNDER,,USFS,NA,Shasta,8/30/1987,9/6/1987,NA,510,NA,NA,NA,NA,NA,Lightning,0,NA,Shasta-Trinity,NA,NA,NA,0,NA
1987,VERBNIA-STATE 82,,CDF,NA,Riverside,6/14/1987,6/14/1987,1260,NA,NA,NA,NA,NA,NA,Misc,0,NA,NA,NA,NA,NA,0,NA
1987,WHITE DEER,,CDF,NA,Fresno,8/31/1987,9/1/1987,835,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,WINCHESTER #1,,CDF,NA,Riverside,5/7/1987,5/7/1987,1022,NA,NA,NA,NA,NA,NA,Lightning,0,NA,NA,NA,NA,NA,0,NA
1987,YELLOW,,USFS,NA,Siskiyou,8/30/1987,10/25/1987,NA,47770,NA,NA,NA,NA,NA,Lightning,0,NA,Klamath,NA,NA,NA,0,NA
1988,49'ER,,CDF,Nevada-Yuba-Placer,NA,9/11/1988,9/14/1988,33700,NA,II,NA,NA,NA,TWBG,Debris,148,NA,NA,NA,NA,NA,NA,NA
1988,AMADOR,,CDF,Amador-El Dorado,NA,7/18/1988,7/18/1988,600,NA,IV,NA,NA,NA,T,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,BENTON,,CDF,Riverside,NA,10/9/1988,10/10/1988,2000,NA,III,NA,NA,NA,BG,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1988,BLM 417,,BLM,Lassen-Modoc,NA,9/29/1988,NA,NA,2060,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BLM 4516,,BLM,Lassen-Modoc,NA,8/10/1988,NA,NA,2000,II,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BLUE RIDGE,,CDF,Lake-Napa,NA,9/18/1988,9/22/1988,5371,NA,I,NA,NA,NA,WB,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1988,BRIDGE,,CDF,Tuolumne-Calaveras,NA,7/19/1988,7/22/1988,6778,NA,IV,NA,NA,NA,TWBG,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,BUCKEYE,,USFS,Sequoia NP,NA,10/16/1988,NA,NA,3075,IV,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BURNEY,,CDF,Shasta-Trinity,NA,8/29/1988,9/1/1988,2925,NA,II,NA,NA,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,CAMPBELL,,USFS,Lassen NF,NA,8/31/1988,9/3/1988,NA,750,II,NA,NA,NA,T,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1988,CHARLES,,CDF,Humboldt-Del Norte,NA,12/15/1988,12/19/1988,808,NA,I,NA,NA,NA,TG,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,CORONA (STATE 983),,CDF,Riverside,NA,6/3/1988,6/4/1988,920,NA,III,NA,NA,NA,BG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
1988,DIVIDE,,USFS,San Bernardino,NA,10/16/1988,10/18/1988,NA,3360,III,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,FERN,,CDF,Shasta-Trinity,NA,9/17/1988,9/21/1988,7790,NA,II,NA,NA,NA,TBG,Equipment use,24,NA,NA,NA,NA,NA,NA,NA
1988,FIELDS,,CDF,Butte,NA,12/14/1988,12/17/1988,200,100,II,NA,NA,NA,T,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1988,GARNET DIKE,,USFS,Fresno-Kings,NA,8/30/1988,NA,NA,1725,IV,NA,NA,NA,T,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,GAVILAN,,CDF,San Diego,NA,3/31/1988,4/2/1988,325,NA,III,NA,NA,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1988,GEYSERS SERIES,,CDF,Sonoma,NA,9/11/1988,9/14/1988,352,NA,I,NA,NA,NA,WB,Arson,NA,NA,NA,NA,NA,NA,NA,NA
1988,GLEN HELEN,,CDF,San Bernardino,NA,9/28/1988,9/29/1988,345,NA,III,NA,NA,NA,B,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,GRADE,,CDF,Tuolumne-Calaveras,NA,8/19/1988,8/20/1988,380,NA,IV,NA,NA,NA,TBG,Equipment use,1,NA,NA,NA,NA,NA,NA,NA
1988,HAVILAH,,CC,Kern County,NA,8/11/1988,NA,NA,1573,IV,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,HWY 175,,CDF,Lake-Napa,NA,8/24/1988,8/24/1988,552,NA,I,NA,NA,NA,WB,Playing with fire,NA,NA,NA,NA,NA,NA,NA,NA
1988,KERN CO. #7,,CC,Kern County,NA,6/21/1988,NA,NA,1900,IV,NA,NA,NA,BG,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,KERN CO. #9 (KNOB),,CC,Kern County,NA,6/23/1988,NA,NA,375,IV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,KLAMATH,,CDF,Humboldt-Del Norte,NA,9/11/1988,9/14/1988,6170,NA,I,NA,NA,NA,T,Misc,NA,NA,NA,NA,NA,NA,NA,NA
1988,KUHNER,,CC,Ventura County,NA,9/4/1988,NA,NA,4000,III,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,LAKE,,CDF,Humboldt-Del Norte,NA,8/26/1988,8/27/1988,550,NA,I,NA,NA,NA,TG,Smoking,NA,NA,NA,NA,NA,NA,NA,NA
1988,LIGHTNING #9,,CDF,Fresno-Kings,NA,6/20/1988,6/21/1988,3650,NA,IV,NA,NA,NA,G,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1988,LIGHTNING #97,,CDF,Lassen-Modoc,NA,8/10/1988,8/13/1988,3753,NA,II,NA,NA,NA,TBG,Lightning,NA,NA,NA,NA,NA,NA,NA,NA
1988,LOCAL,,LOCAL,Riverside,NA,6/4/1988,6/4/1988,NA,1800,III,NA,NA,NA,G,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,LPF #807,,USFS,San Luis Obispo,NA,7/17/1988,NA,NA,5053,III,NA,NA,NA,B,Campfire,NA,NA,NA,NA,NA,NA,NA,NA
1988,MASON,,CDF,Tuolumne-Calaveras,NA,7/19/1988,7/22/1988,4072,NA,IV,NA,NA,NA,TWBG,Arson,5,NA,NA,NA,NA,NA,NA,NA
1988,MIDDLE FORK,,CDF,Tuolumne-Calaveras,NA,12/14/1988,NA,442,NA,IV,NA,NA,NA,T,Debris,NA,NA,NA,NA,NA,NA,NA,NA
1988,MILLER,,CDF,Lake-Napa,NA,9/17/1988,9/23/1988,38600,NA,I,NA,NA,NA,WBGA,Arson,7,NA,NA,NA,NA,NA,NA,NA
1988,OBELISK,,USFS,Fresno-Kings,NA,8/19/1988,NA,NA,6343,IV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,ORANGE CO. ASSIST,,CC,Riverside,NA,9/4/1988,9/6/1988,NA,2384,III,NA,NA,NA,WBG,Equipment use,NA,NA,NA,NA,NA,NA,NA,NA
