Year,FIRE_NAME,Damaged_structures,Destroyed_structures,Ranger_unit,Start,Incident_number,County,County2,Region,Ranger_unit2,National_forest,County3,Fire_name2,DPA,DPA2,CDF_acres_burned,Other_acres_burned,Veg_type,Cause,Firefighter_fatalities,Civilian_fatalities,Contained
2018,CAMP,727,18804,BTU,11/18/2018,CA-BTU-016737,Butte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,CARDER,NA,1,LNU,7/21/2018,CALNU 010957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,CARR,279,1614,SHU,7/23/2018,CASHU 007808,Shasta,Trinity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,COLUSA,NA,1,BTU,7/5/2018,CABTU 009906,Butte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,COUNTY,4,29,LNU,7/1/2018,CALNU 009502,Napa,Yolo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,CRANSTON,5,12,RRU,7/25/2018,CABDF 011390,Riverside,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,CREEK,NA,12,SHU,6/24/2018,CASHU 006565,Shasta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,DELTA,4,42,SHU,8/4/2018,CASHF 001444,Shasta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,FRAZIER,1,1,FKU,6/3/2018,CAFKU 007893,Fresno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,GRANT,NA,1,SCU,5/30/2018,CASCU 003726,Contra Costa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,HILL,2,4,VNC,11/8/2018,CAVNC-090993,Ventura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,HOLIDAY,3,24,SLU,7/6/2018,CASBC 008657,Santa Barbara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,HOLY,18,24,NA,8/6/2018,CACNF 002664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,HORSE,NA,2,TCU,6/24/2018,CATCU 007237,Calaveras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,HYATT,NA,4,LMU,6/27/2018,CALMU 003203,Lassen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,IRISH,1,1,AEU,7/6/2018,CAAEU 018720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,KLAMATHON,12,83,SKU,7/5/2018,CA-SKU-004641,Siskiyou,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MARSH,NA,1,SCU,7/25/2018,CASCU 005274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,MEYERS,NA,4,AEU,9/20/2018,CAAEU 027442,El Dorado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NICOLAUS,1,NA,NEU,7/1/2018,CANEU 015512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,OMEGA,6,1,AEU,8/1/2018,CAAEU 021770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,PAWNEE,6,22,LNU,6/23/2018,CA-LNU-009002,Lake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RANCH,27,246,MEU,7/27/2018,CA-MEU-008674,Lake,Mendocino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RICHMOND,NA,1,LMU,9/20/2018,CALMU 005031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RIDGE,1,NA,NEU,6/30/2018,CANEU 015440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RIVER,11,35,MEU,7/27/2018,CA-MEU-008674,Lake,Mendocino,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RUBY,NA,1,TCU,6/14/2018,CASTF 000864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,SILVER,NA,1,SHU,9/29/2018,CASHU 010300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,SPRING,NA,1,LNU,7/9/2018,CALNU 010121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,STEELE,4,8,LNU,7/28/2018,CALNU 011447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,STOLL,6,24,TGU,6/23/2018,CATGU 006039,Tehama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,WAGNER,NA,7,MMU,8/4/2018,CAMMU 016004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,WAVERLY,7,1,TCU,6/30/2018,CATCU 007477,Calaveras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,WEST,14,48,MVU,7/6/2018,CACNF 002238,San Diego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,WOOLSEY,364,1629,VNC,11/8/2018,CAVNC-091023,Los Angeles,Ventura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,29,0,3,Sonoma-Lake-Napa,7/17/06,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,550,0,TWB,Vehicle,NA,NA,7/21/06
2003,40,0,0,Sonoma-Lake-Napa,9/3/03,NA,NA,NA,Coast,NA,NA,NA,NA,CDF,NA,1400,NA,B,Arson,NA,NA,9/3/03
2008,41,0,0,Madera-Mariposa,6/10/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3300,NA,G,Equipment Use,0,0,6/11/08
2014,59,0,0,NA,6/4/14,TCU-4987,Tuolumne,NA,NA,NA,NA,NA,NA,CDF,NA,402,NA,G,Vehicle,0,0,6/9/14
2007,80,0,0,NA,8/22/07,NA,NA,NA,Nevada-Yuba-Placer,NA,NA,NA,NA,NA,NA,88,0,T,Misc,0,0,8/24/07
2008,85,0,0,Sonoma-Lake-Napa,6/5/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,322,NA,G,Equipment Use,0,0,6/5/08
2016,99,0,0,NA,8/2/16,BTU-11608,Butte,NA,NA,NA,NA,NA,NA,CDF,NA,520,NA,G,Playing with fire,0,0,8/8/16
2003,152,0,0,Madera-Mariposa,6/15/03,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,1558,NA,G,Equipment use,NA,NA,6/16/03
2001,165,0,5,Madera-Mariposa,6/13/01,NA,NA,NA,Sierra,NA,NA,NA,NA,LOCAL,NA,NA,1500,G,Undetermined,0,2,6/13/01
2010,166,0,1,NA,7/12/10,SBC-006024,Santa Barbara,NA,NA,NA,NA,NA,NA,CALFIRE,CC,350,NA,G,Undetermined,0,0,7/12/10
2005,36-2,0,0,Tehama-Glenn,8/10/05,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,2700,NA,W,Equipment use,NA,NA,8/11/05
1988,49'ER,0,148,Nevada-Yuba-Placer,9/11/88,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,33700,NA,TWBG,Debris,NA,NA,9/14/88
2012,5 MILE,0,0,NA,6/8/12,LAC-134232,Los Angeles,NA,NA,NA,NA,NA,NA,CDF,NA,525,NA,GB,Equipment use,0,0,6/9/12
2008,5-8 CLIFF LIGHTNING,0,0,Mendocino,6/22/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1000,NA,T,Lightning,0,0,7/13/08
1996,58' (HWY 58),1,13,San Luis Obispo,8/15/96,NA,NA,NA,South,NA,NA,NA,NA,CDF/USFS,NA,33094,73574,B,Vehicle,0,0,8/22/96
2011,65 FIRE,0,0,NA,9/23/11,KRN-1129619,Kern,NA,NA,NA,NA,NA,NA,CDF,CC,2005,NA,G,Lightning,0,0,9/24/11
1985,8 MILE,0,0,Amador-El Dorado,8/9/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,462,NA,W,Misc,NA,NA,8/9/85
2003,A3,0,12,Lassen-Modoc,7/2/03,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1100,NA,G,Equipment use,NA,NA,7/2/03
1992,ABERDEEN,0,0,San Bernardino,6/24/92,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,2000,NA,B,Lightning,0,0,6/25/92
2006,ABERDEEN,0,0,San Bernardino,6/7/06,NA,NA,NA,South,NA,NA,NA,NA,OTHER,NA,0,357,B,Lightning,NA,NA,6/7/06
1996,ACKERSON FIRE,0,0,Yosemite NP,8/14/96,NA,NA,NA,Sierra,NA,NA,NA,NA,USFS,NA,NA,46030,NA,Lightning,NA,NA,8/31/96
2008,ACOMA,1,0,NA,6/7/08,CDD-6343,San Bernardino,NA,NA,NA,NA,NA,NA,BLM,NA,NA,356,G,Undetermined,0,0,6/10/08
2017,ADOBE (CENTRAL LNU COMPLEX - NUNS),0,0,NA,10/8/17,LNU-10050,Sonoma,NA,NA,NA,NA,NA,NA,CDF,NA,3700,NA,BGT,Electrical power,0,0,10/31/17
1984,AGUANGA,0,0,Cleveland NF,5/30/84,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,1708,4293,B,Lightning,NA,NA,6/3/84
2002,AIRPORT,0,0,San Bernardino,3/22/02,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,846,NA,GWB,Misc,0,0,3/24/02
2017,ALAMO,0,0,NA,7/6/17,SLU-7624,San Luis Obispo,NA,NA,NA,NA,NA,NA,CDF,NA,28687,NA,BG,Undetermined,0,0,7/18/17
2008,ALBION LIGHTNING,0,0,Mendocino,7/4/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,3000,NA,T,Lightning,0,0,7/8/08
2008,ALBION RIVER LIGHTNING,0,0,Mendocino,6/20/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1000,NA,T,Lightning,0,0,6/30/08
2008,ALDER CREEK BEACH RD MAN,0,0,Mendocino,7/7/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1000,NA,U,Lightning,0,0,7/7/08
1987,ALEXANDER,0,0,NA,7/23/87,NA,Monterey,NA,NA,NA,NA,NA,NA,CDF,NA,343,NA,NA,Equipment Use,0,NA,7/23/87
1980,ALHAMBRA SERIES 1-7,0,0,Santa Clara,8/8/80,NA,NA,NA,V,NA,NA,NA,NA,CDF,NA,523,0,BG,Equipment use,NA,NA,8/8/80
2010,ALISO,0,0,NA,7/13/10,MCP-2054,San Diego,NA,NA,NA,NA,NA,NA,MIL,USFS,NA,3225,BG,Misc,0,0,7/15/10
2002,ALISO,0,0,San Diego,3/21/02,NA,NA,NA,South,NA,NA,NA,NA,MILITARY,NA,NA,2400,NA,NA,NA,NA,3/21/02
2006,ALMAZAN,0,0,Fresno-Kings,5/13/06,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,1964,0,G,Equipment use,NA,NA,5/14/06
1980,ALMOND,0,0,San Bernardino,7/27/80,NA,NA,NA,VI,NA,NA,NA,NA,BLM,NA,0,8250,G,Lightning,NA,NA,7/29/80
2006,ALPAUGH,0,0,Tulare,5/27/06,NA,NA,NA,Sierra,NA,NA,NA,NA,LOCAL,NA,0,0,G,Equipment use,NA,NA,5/27/06
1994,ALSIO,0,0,Santa Barbara Co. #328,7/30/94,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,NA,3129,W,NA,0,0,8/1/94
1985,AMADOR,0,0,Amador-El Dorado,7/9/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,652,NA,BG,Equipment use,NA,NA,7/9/85
1988,AMADOR,0,0,Amador-El Dorado,7/18/88,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,600,NA,T,Arson,NA,NA,7/18/88
2013,AMERICAN,2,5,NA,8/11/13,TNF-1562,Placer,NA,NA,NA,NA,NA,NA,USFS,NA,NA,27440,T,Unidentified,0,0,8/29/13
2008,AMERICAN RIVER COMPLEX,0,2,NA,6/21/08,TNF-1011,Placer,NA,NA,NA,NA,NA,NA,USFS,NA,NA,20541,TB,Lightning,0,0,7/30/08
1987,ANDESITE,0,0,NA,9/24/87,NA,Siskiyou,NA,NA,NA,Klamath,NA,NA,USFS,NA,NA,800,NA,Railroad,0,NA,9/25/87
1980,ANDESITE,0,0,Siskiyou,4/13/80,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,590,0,TB,Debris,NA,NA,4/14/80
1999,ANDREWS,0,0,Madera-Mariposa-Merced,1/9/99,NA,NA,NA,South,NA,NA,NA,NA,LOCAL,NA,NA,5000,AP,Vehicle,0,0,1/9/99
2008,ANGEL,0,1,NA,10/12/08,MRN-2428,Marin,NA,NA,NA,NA,NA,NA,CC,NA,NA,303,B,Undetermined,0,0,10/14/08
2007,ANGEL 3,0,24,NA,9/15/07,NA,NA,NA,San Diego,NA,NA,NA,NA,NA,NA,837,0,B,Campfire,0,0,9/21/07
2011,ANNIE,0,0,NA,8/18/11,NOD-003546,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,2076,T,Misc,0,0,9/16/11
2008,ANTELOPE,0,0,NA,6/22/08,LNF-2776,Tehama,NA,NA,NA,NA,NA,NA,USFS,NA,NA,600,T,Lightning,0,0,6/26/08
2012,ANTELOPE,0,0,NA,8/21/12,MDF-521,Modoc,NA,NA,NA,NA,NA,NA,NPS,NA,NA,650,TG,Lightning,0,0,8/25/12
2011,ANTELOPE,0,2,NA,6/19/11,KRN-017988,Kern,NA,NA,NA,NA,NA,NA,CDF,CC,5200,NA,BG,Undetermined,0,0,6/21/11
1987,ANTELOPE,0,0,NA,10/3/87,NA,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,3275,NA,NA,Equipment Use,0,NA,10/3/87
2015,ANZA,0,0,NA,8/10/15,RRU-90069,Riverside,NA,NA,NA,NA,NA,NA,CDF,NA,500,NA,B,Human,0,0,8/15/15
2008,APACHE,0,0,NA,4/29/08,BDF-5147,Riverside,NA,NA,NA,NA,NA,NA,USFS,NA,NA,769,TBG,Smoking,0,0,5/4/08
2016,APPALOOSA,0,1,NA,7/2/16,TCU-6914,Calaveras,NA,NA,NA,NA,NA,NA,CDF,NA,310,NA,BGT,Electrical power,0,0,7/15/16
2014,APPLEGATE,0,10,NA,10/8/14,NEU-23454,Placer,NA,NA,NA,NA,NA,NA,CDF,NA,459,NA,TB,Undetermined,0,0,10/22/14
1985,ARCHIBALD,0,0,San Bernardino,10/5/85,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,500,NA,B,Equipment use,NA,NA,10/7/85
2004,ARMSTRONG #2,0,2,Tuolumne-Calaveras,8/6/04,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,879,NA,B,Arson,NA,NA,8/14/04
2000,ARROWCREEK,0,0,Nevada (State),8/1/00,NA,NA,NA,Cascade,NA,NA,NA,NA,NEVADA,NA,NA,2900,NA,NA,NA,NA,8/1/00
2002,ARROWHEAD,0,0,San Bernardino,5/31/02,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,2688,NA,NA,NA,NA,6/5/02
1992,ARROYO SECO,1,1,San Benito-Monterey,8/1/92,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,300,2200,W,Exposure,0,0,8/5/92
2009,ASH,0,0,Madera,7/27/09,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,300,NA,G,Equipment Use,0,0,7/29/09
2013,ASPEN,0,0,NA,7/22/13,SNF-1732,Fresno,NA,NA,NA,NA,NA,NA,USFS,NA,NA,22992,TB,Lightning,0,0,9/8/13
1993,ASSIST,0,0,Riverside,7/15/93,NA,NA,NA,III,NA,NA,NA,NA,LOCAL,NA,NA,400,B,Smoking,0,0,7/16/93
1993,ASSIST,0,0,Inyo NF,8/4/93,NA,NA,NA,III,NA,NA,NA,NA,USFS,NA,NA,1000,NA,Lightning,0,0,8/4/93
1998,ASSIST,0,0,Inyo National Forest,8/29/98,NA,NA,NA,Coast,NA,NA,NA,NA,USFS,NA,NA,3410,NA,NA,0,0,9/1/98
2002,ASSIST,0,0,San Bernardino,9/1/02,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,20857,NA,NA,NA,NA,9/5/02
1999,ASSIST (BRIDGE),0,0,Los Angeles NF,8/29/99,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,7234,NA,Under investigation,NA,NA,9/5/99
1999,ASSIST (FEATHER RIVER),0,0,Plumas NF,8/23/99,NA,NA,NA,Coast,NA,NA,NA,NA,USFS,NA,NA,24132,NA,Lightning,NA,NA,NA
1999,ASSIST (JUNIPER),0,0,San Bernardino,5/27/99,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,13900,NA,Lightning,NA,NA,5/27/99
1994,ASSIST (KELSEY),0,33,Amador-El Dorado,8/7/94,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,860,NA,T,Arson,0,0,8/7/94
1999,ASSIST (TURTLE),0,0,San Bernardino NF,7/24/99,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,3687,NA,Under investigation,NA,NA,7/27/99
1980,ASSIST #138,0,0,San Diego,11/25/80,NA,NA,NA,VI,NA,NA,NA,NA,CITY,NA,0,800,B,NA,NA,NA,11/25/80
1996,ASSIST #16,0,0,San Luis Obispo,4/28/96,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,NA,7115,GB,Electrical power,0,0,5/3/96
1994,ASSIST #22 (SODA),0,0,San Luis Obispo,5/23/94,NA,NA,NA,South,NA,NA,NA,NA,BLM,NA,NA,3380,NA,Equipment use,0,0,5/23/94
1993,ASSIST #31,0,0,San Luis Obispo,6/15/93,NA,NA,NA,III,NA,NA,NA,NA,CC,NA,NA,400,B,Undetermined,0,0,6/15/93
1985,ASSIST #38,0,0,San Diego,10/5/85,NA,NA,NA,VI,NA,NA,NA,NA,MILITARY,NA,NA,1200,B,Misc,NA,NA,10/6/85
1986,ASSIST #42,0,0,San Diego,7/13/86,NA,NA,NA,III,NA,NA,NA,NA,USFS,NA,NA,1200,B,NA,NA,NA,7/14/86
1995,ASSIST #51,0,0,San Luis Obispo,10/18/95,NA,NA,NA,South,Ventura,NA,NA,NA,CC,NA,NA,1525,B,Arson,0,0,10/18/95
1979,ASSIST #61,0,0,San Diego,6/28/79,NA,NA,NA,VI,NA,NA,NA,NA,MIL,NA,0,15000,G,NA,NA,NA,6/28/79
1980,ASSIST #69,0,0,San Diego,8/5/80,NA,NA,NA,VI,NA,NA,NA,NA,CITY,NA,0,615,N/A,NA,NA,NA,8/5/80
1980,ASSIST #73,0,0,San Diego,8/10/80,NA,NA,NA,VI,NA,NA,NA,NA,CITY,NA,0,350,B,NA,NA,NA,8/10/80
2002,ASSIST #73,0,0,San Diego,8/24/02,NA,NA,NA,South,NA,NA,NA,NA,OTHER,NA,850,NA,B,Undetermined,NA,NA,8/25/02
1986,ASSIST #76,0,0,San Diego,7/24/86,NA,NA,NA,III,NA,NA,NA,NA,CITY,NA,NA,400,B,NA,NA,NA,7/24/86
1994,ASSIST #79,0,0,San Luis Obispo,10/9/94,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,NA,2546,BG,Playing with fire,0,0,10/11/94
1980,ASSIST #85,0,0,San Diego,9/1/80,NA,NA,NA,VI,NA,NA,NA,NA,USFS,NA,0,685,B,NA,NA,NA,9/2/80
1994,ASSIST 42,0,0,San Diego,8/9/94,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,500,B,Undetermined,0,0,8/9/94
1997,ASSIST 84 (MILITARY AFV),0,0,San Luis Obispo,9/27/97,NA,NA,NA,South,NA,NA,NA,NA,MIL,NA,NA,1620,NA,NA,0,0,9/27/97
2001,ASSIST CRATER,0,0,Mono,8/12/01,NA,NA,NA,South,NA,NA,NA,NA,USFS,NA,NA,5800,NA,Lightning,0,0,8/15/01
1996,ASSIST/MARPLE,0,0,Los Angeles Co./ANF,8/26/96,NA,NA,NA,South,NA,NA,NA,NA,CC,NA,6000,15500,NA,Arson,0,0,9/3/96
1993,ASSIST/OLD COACH,0,36,San Diego,11/2/93,NA,NA,NA,III,NA,NA,NA,NA,CITY,NA,157,1982,B,Campfire,0,0,11/3/93
1994,ASSIST/OPAL #2,0,0,San Bernardino,8/13/94,NA,NA,NA,South,NA,NA,NA,NA,BLM,NA,NA,4000,NA,Lightning,0,0,8/13/94
2017,ATLAS (SOUTHERN LNU COMPLEX),120,783,NA,10/9/17,LNU-10046,Napa,NA,NA,NA,NA,NA,NA,CDF,NA,51624,NA,BGT,Electrical power,0,6,10/28/17
1981,ATLAS PEAK,0,69,Lake-Napa,6/22/81,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,23000,0,TWBGAP,Arson,NA,NA,6/23/81
2011,AVALANCHE,0,0,NA,7/31/11,YNP-0002558,Mariposa,NA,NA,NA,NA,NA,NA,NPS,NA,NA,1069,TG,Lightning,0,0,10/1/11
1987,AVE 32,0,0,NA,5/14/87,NA,Tulare,NA,NA,NA,NA,NA,NA,CDF,NA,365,NA,NA,Equipment Use,0,NA,5/14/87
2008,AVENAL,0,0,Fresno-Kings,8/19/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,946,NA,G,Unidentified,0,0,8/20/08
2007,AVENUE 26/ROAD 19 5,0,0,NA,8/23/07,NA,NA,NA,Madera-Mariposa,NA,NA,NA,NA,NA,NA,0,50,T,Unidentified,0,0,8/23/07
2008,AVOCADO,0,0,Fresno-Kings,5/20/08,NA,NA,NA,NA,NA,NA,NA,NA,CDF,NA,1100,NA,G,Equipment Use,0,0,5/21/08
2009,BACKBONE,0,0,NA,7/7/09,SRF-1131,Trinity,Humboldt,NA,NA,NA,NA,NA,USFS,NA,NA,5065,T,Lightning,1,0,7/24/09
1987,BACKBONE,0,0,NA,8/30/87,NA,Trinity,NA,NA,NA,Shasta-Trinity,NA,NA,USFS,NA,NA,830,NA,Lightning,0,NA,9/15/87
1985,BACKBONE,0,0,Fresno-Kings,6/10/85,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,425,NA,BG,Arson,NA,NA,7/13/85
2012,BAGLEY,0,0,NA,8/18/12,SHF-2744,Shasta,NA,NA,NA,NA,NA,NA,USFS,NA,NA,46011,T,Lightning,0,0,9/15/12
2012,BAGLEY COMPLEX,0,0,NA,8/18/12,SHF-2735,Shasta,NA,NA,NA,NA,NA,NA,NPS,NA,NA,1000,T,Lightning,0,0,8/22/12
1989,BALCH,0,0,Sierra NF,7/29/89,NA,NA,NA,IV,NA,NA,NA,NA,USFS,NA,NA,7550,B,NA,NA,NA,8/7/89
1995,BALD,0,0,San Luis Obispo,10/26/95,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,2900,NA,GWB,Escape,0,0,10/26/95
2014,BALD,0,0,NA,7/30/14,LNF-3479,Shasta,NA,NA,NA,NA,NA,NA,USFS,NA,NA,39736,B,Lightning,0,0,8/16/14
1990,BALD,0,0,Shasta-Trinity,8/9/90,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,2782,NA,GW,Lightning,NA,NA,8/12/90
1985,BALD MT.,0,2,Lake-Napa,10/8/85,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,5280,NA,WG,Electrical power,NA,NA,10/9/85
2010,BALE,0,0,NA,6/4/10,TUU-000098,Tulare,NA,NA,NA,NA,NA,NA,CALFIRE,NA,485,NA,G,Equipment use,0,0,6/4/10
2001,BALLINGER,0,0,Riverside,7/9/01,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,350,NA,B,Undetermined,0,0,7/9/01
1999,BANNER,0,1,San Bernardino,6/9/99,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,602,NA,B,Equipment use,0,0,6/11/99
2012,BANNER 4,0,0,NA,5/24/12,MVU-005400,San Diego,NA,NA,NA,NA,NA,NA,CDF,NA,5320,NA,G,Undetermined,0,0,5/29/12
1983,BANNING,0,0,Riverside,7/23/83,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,2990,0,B,Arson,NA,NA,7/25/83
1996,BANOS,0,0,Madera-Mariposa,10/18/96,NA,NA,NA,Sierra,NA,NA,NA,NA,CDF,NA,4380,NA,G,Lightning,0,0,10/19/96
2010,BAR,0,0,NA,7/31/10,PNF-0700,Plumas,NA,NA,NA,NA,NA,NA,USFS,NA,NA,1040,T,Undetermined,0,0,8/10/10
1984,BAR-O-ESCAPE,0,0,Tulare,8/29/84,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,1390,NA,B,Misc,NA,NA,9/1/84
1981,BARBER,0,0,Riverside,6/15/81,NA,NA,NA,VI,NA,NA,NA,NA,CDF,NA,11460,0,B,Misc,NA,NA,6/17/81
2000,BARK KNF ASSIST #12,0,0,Siskiyou,7/21/00,NA,NA,NA,Cascade,NA,NA,NA,NA,USFS,NA,NA,1715,NA,Under investigation,NA,NA,7/26/00
1992,BARKER,0,0,Shasta-Trinity,8/20/92,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,5800,NA,TGW,Undetermined,0,0,8/24/92
1994,BARKLEY,0,0,Lassen NF,9/18/94,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,12462,27938,G,Lightning,0,0,9/24/94
1994,BARKLEY,0,0,Butte,9/18/94,NA,NA,NA,Cascade,NA,NA,NA,NA,CDF,NA,1818,NA,TB,Lightning,0,0,9/24/94
1991,BARRETT,0,0,San Diego,6/17/91,NA,NA,NA,III,NA,NA,NA,NA,CDF,NA,905,746,BG,Equipment use,0,0,6/18/91
2000,BARRETT,0,2,San Diego,6/29/00,NA,NA,NA,South,NA,NA,NA,NA,CDF,NA,2000,NA,B,Campfire,0,0,6/30/00
2012,BARRYPOINT (CA LAND),0,3,NA,8/6/12,FWF-120680,Modoc,NA,NA,NA,NA,NA,NA,USFS,NA,NA,38394,T,Lightning,0,0,8/28/12
1984,BARTON,0,0,Fresno-Kings,5/29/84,NA,NA,NA,IV,NA,NA,NA,NA,CDF,NA,300,NA,BG,Playing with fire,NA,NA,5/30/84
1981,BASALT,0,0,Lake-Napa,6/13/81,NA,NA,NA,I,NA,NA,NA,NA,CDF,NA,700,0,WBG,Equipment use,NA,NA,6/14/81
2010,BASELINE,0,0,NA,8/20/10,NEU-017796,Placer,NA,NA,NA,NA,NA,NA,CALFIRE,NA,434,NA,G,Undetermined,0,0,8/21/10
2014,BASILONE COMPLEX,1,0,NA,5/17/14,MCP-1363,San Diego,NA,NA,NA,NA,NA,NA,MIL,NA,NA,21240,BG,Undetermined,0,0,5/19/14
2008,BASIN COMPLEX,9,58,NA,6/21/08,LPF-1649,Monterey,NA,NA,NA,NA,NA,NA,USFS,NA,NA,162818,TB,Lightning,0,0,7/27/08
1985,BASS,0,0,Lassen-Modoc,8/7/85,NA,NA,NA,II,NA,NA,NA,NA,CDF,NA,2445,NA,B,Equipment use,NA,NA,8/7/85
